x,y,z,label
-12.269258868185595,4.8975893096622825,-2.2479870526823924,0
-11.336531375113708,4.790661183420384,-1.5304510905639,0
-12.159446079798297,5.142905292588713,-2.6810956412903204,0
-11.9168607348016,4.104469124754595,-3.453559756134508,0
-11.350627908158037,4.27991799060763,-1.8774618660457714,0
-11.942676667845488,3.5316499392519356,-0.554317212851334,0
-11.412467923765737,3.8586052705313367,-0.5915685514141398,0
-11.929925874442537,5.939259626627218,-1.12062076212611,0
-13.60574641492381,4.8813971378728365,-2.2942991023939983,0
-11.797561179777304,4.392513067601352,-1.8945190432456338,0
-10.701940464812816,3.1673515026950283,-1.0196025440743126,0
-11.341427681001356,2.8303417205029753,-2.8188353540199995,0
-10.705487062723273,3.6825496793029453,-1.8552676771116987,0
-12.62515827343368,2.3157496730108953,-2.48288111889007,0
-11.882690603238188,3.898951483162374,-1.692703902136114,0
-12.102127327177763,3.5815825007191995,-2.6438251465164306,0
-12.20921026392031,5.1430793914465305,-2.3090485995660304,0
-11.082922939668082,3.96003604760216,-1.305512712518396,0
-12.696922572969452,3.0804663944550947,-0.37003964143671664,0
-12.570248453654761,3.8543838157255483,-0.5477060018949674,0
-11.457400648525699,3.271454904820142,-0.8977154899873901,0
-12.22269575992731,4.638785609103219,-2.173421271842437,0
-12.318358827332192,3.2785199917482606,-1.2550090319566811,0
-10.134071031537335,4.43827730401187,-2.5387900053908954,0
-11.633357996810846,4.474535497414039,-2.794957761721353,0
-12.412152520601037,3.011377738042093,-1.2963747537306975,0
-10.918232061035058,5.578472978958467,-1.5843248600835602,0
-11.932467708182266,3.670902774760954,0.1568088612446703,0
-12.711667891486902,3.5077967174794464,-2.9637378587319194,0
-11.822108359210503,4.524307351309062,-0.9821177465217545,0
-12.43655744856511,4.424217746608624,-2.3171482929814706,0
-11.113440903881592,4.408680465039167,-0.22381278050544173,0
-13.137216102372077,4.616600561120342,-0.12606039335854424,0
-12.354857399921992,3.7207549468468346,-2.4258888135552485,0
-12.322669510328911,4.964129513442396,-1.7353294647847013,0
-12.638424619463143,3.944712691117866,-0.8322826515660093,0
-12.334875010718328,2.2482234081468593,-0.6941014602494514,0
-11.2960794748416,3.7486535226766096,-2.439693091449473,0
-10.49324549142715,3.202327024773738,-0.0689535148797813,0
-10.692104994540895,5.467807645805314,-1.7556517900457114,0
-12.757673218328234,4.59883194930961,-1.5345177358330895,0
-11.409700687245333,3.053867286464252,0.5702942435471146,0
-13.541283615218296,3.557172416345051,-0.24873728835688835,0
-10.62050848881251,4.083480409026249,-1.5609434234693063,0
-10.203382663673837,4.848425070322826,-1.6058760319536178,0
-11.964902100307174,3.5095089834657625,-1.4927771563355008,0
-13.60104658022367,3.7342130804687232,-1.6642924042825056,0
-10.792965233584349,3.0908984485957722,-1.6806571935631274,0
-11.444265343966064,3.7886359911302536,-1.0494305600803946,0
-13.976648574111955,4.564244336998142,-1.4760277152555024,0
-11.524413897002164,4.822428999962965,-1.2458561858088917,0
-12.054321838921354,2.5485888207404184,0.41050371028413624,0
-13.178029874964848,4.347311392602939,-3.1068342676109157,0
-11.090631356588608,4.803943238159674,-1.481714278583642,0
-11.978921198997304,3.8615608182974523,-1.7521338634495232,0
-11.028791456036123,3.7979353817921915,-2.1800887417606005,0
-11.278574585338413,2.4695857114227175,-0.2620283486306878,0
-12.968567124363963,3.7808840997737425,-1.4377877353224697,0
-10.689471396046326,3.5650840293578128,-0.8576868671898423,0
-11.82677378428151,2.8853313989382503,-1.3416164689796446,0
-13.50993186478063,4.232472054855408,-1.698129688572667,0
-10.099729315238367,5.15518661311825,-1.4426178916265122,0
-11.643351302557297,3.141880153623043,-2.333795701667062,0
-12.65780999737472,3.0637320134862884,-1.2164524486933883,0
-11.525858072359224,5.344422814068331,-0.9689765294295306,0
-10.673547439991454,4.43216555261843,-1.102239774294222,0
-11.772013796436253,2.8537460043895333,-0.5878934671572115,0
-10.876366768769932,4.757719461662191,-1.2384252309901655,0
-9.70464932036678,4.758309123352111,-1.360428454336721,0
-10.999629323288328,4.211052437610338,-0.5653244045685767,0
-11.83431025397637,3.4361623444328404,-2.639599373646382,0
-13.424069796127668,2.8967801757852945,-1.5098884565680584,0
-11.277081947436592,3.449282681704868,-2.3341744807642373,0
