x,y,z,label
2.391309646165266,-1.1873837843949906,-13.193162365734242,0
1.0853571421020944,-0.39802638203244145,-12.378642767186227,0
2.170765133128788,-0.5321738688045767,-13.110742161603714,0
2.1260399884838455,0.0695092374906483,-11.55903022835159,0
3.2058585772713073,-0.23896849360314842,-12.593219324101916,0
2.409718377241445,-0.5171883954046518,-13.183829329126379,0
1.7704481591643926,-0.8318688433133511,-10.735594819587725,0
2.1021245230766095,-1.234527274838278,-11.88804931237497,0
1.9655785513882695,0.40400289203264905,-12.112184021471535,0
2.5429825051497414,-1.5321580481068886,-12.805422582407944,0
1.9675137601093684,-0.8388502158040814,-12.656584306443952,0
3.051662385426427,-0.36612958527251754,-12.604877166009825,0
1.9987040990413067,-0.6831799932605673,-11.934190159738014,0
3.147739300042903,-1.1143178312651574,-11.612379026529947,0
2.4455526377973555,-1.0702243203979958,-11.583411327938098,0
1.299640151056355,-0.7225587195662826,-11.982014431441476,0
2.5427248685004114,-1.4474222810885062,-12.177983940484715,0
1.9296328523141724,0.11411135362207381,-12.17762741886131,0
1.5381887874194295,-0.37487507845085466,-11.608187524537358,0
3.4806855533158902,-0.2670080188342772,-13.180297636170566,0
1.065742340809974,-0.49955323941502205,-11.034673205652378,0
3.2210229932937997,-0.7326393651038592,-11.618494763078063,0
1.7602135248814137,-0.8435107973304934,-12.523434399963676,0
2.3767999332723275,-0.2953504686467768,-12.652161654517249,0
1.6313771826897252,-0.33787756923032525,-12.885892821372659,0
2.5224911144683895,-0.25645929099062464,-11.849749118565112,0
1.7931787169162166,-0.5883442945885403,-11.279606384583655,0
2.139214805519219,-0.881924134940824,-11.099010365835953,0
3.4809538961551842,-0.8664416490497313,-12.197118974687838,0
3.222592619098188,-0.754239020649799,-13.079499224131668,0
1.4253907447601186,-1.0024229676722856,-12.043431114031888,0
2.1547270499294076,-0.13927891724876174,-11.906115063097657,0
1.7056491108573228,-0.9147019383673038,-10.725473533948323,0
2.464548472991759,-2.1194520731864195,-11.655475705495656,0
2.3455944094769925,-1.1057025086009227,-13.436749406005962,0
2.7944996434698863,-1.0764798780308866,-11.664221823875195,0
1.6216841960779773,-0.5446117721542365,-11.549912591519199,0
0.7848805684878946,-0.8558021150270212,-12.98945079681362,0
2.3261745318819247,0.4240466625333412,-12.15129230735184,0
1.5955305707900989,-0.3219609327771535,-11.52799194296598,0
3.2975640243654802,-0.9402590671038169,-11.165078722125358,0
1.7514041376114968,0.34144557236599216,-11.047077298717536,0
2.2198644368024545,0.5505951786235783,-12.249676725418052,0
1.1919127770040514,-0.32803262545371054,-11.531015311009535,0
1.127507463793815,0.3102014495455575,-11.904109577441426,0
1.5484825177728556,-0.3958084318954308,-11.953522740145692,0
2.647856194247135,-0.6682694746934188,-12.246311090959187,0
2.6106674640703766,-0.17979309195962878,-12.262704935179219,0
2.294703042602987,0.2854764993032294,-12.105671185648331,0
2.6283821106990226,-0.8884074939302957,-12.240756595100475,0
1.5363264440785147,-1.5896981013340523,-12.772699943431453,0
3.238956770293578,-0.8800157177441303,-12.026364731673059,0
2.1761413084158794,-0.1669484156717802,-11.965421181677156,0
1.7137467401730468,-1.6785819670318132,-11.879647161420287,0
2.9780199466076693,-0.8675316747832469,-10.868297086284928,0
1.3815881547783069,-1.3584195927202893,-11.648182690552847,0
1.2583206374279725,-0.9710546586719961,-11.80993095392593,0
2.508353053314172,-1.1343199209410233,-11.001171830782004,0
2.8631772412758902,-0.3554489554677581,-10.732706364401936,0
2.698708772281685,-0.1592659306334594,-12.214598665387927,0
2.543457674311043,-0.6821305146228849,-12.464738163698684,0
1.8630019853844813,-0.14676397001378022,-11.967390409760808,0
2.424728562471866,-0.3401280617868363,-11.753591396180898,0
1.1451329403394341,-1.2092999192460052,-12.935043111826824,0
1.8189664423969603,-0.6771500989443711,-12.79421435685794,0
2.51619936146847,-0.23544538599090786,-12.66428639441575,0
1.332940807790473,-0.7688900940310809,-12.529026416088614,0
1.8797870991098504,-1.2292813463866246,-12.157656499458794,0
1.78880036010119,0.8514510386843863,-12.527618625806404,0
1.6713840288249946,-0.6722896703446489,-13.45694998540361,0
1.3980193662205531,-1.0474146937202269,-12.09186519609216,0
2.7015113990560344,-0.8853033680577767,-11.954482096825574,0
2.8279465393389627,-0.6652749208992798,-12.440737607240758,0
3.0177479791331496,0.36745607304164984,-12.28012776562895,0
2.9668924752358805,-1.6256497710233613,-11.816970809376011,0
2.265874606937571,-0.908084192719592,-12.564697175312975,0
2.201296573816104,-1.3012440639231047,-12.789229066998809,0
3.5466405943191277,0.10638110024109249,-12.024928782746281,0
2.2664717082318826,-0.9077319940576714,-12.225432983441143,0
2.7969621909749858,-0.40336018427164705,-12.352504761128511,0
2.8364556954380644,0.3690791229362027,-12.617683613851709,0
2.001846854764764,-0.9677270898329218,-11.10434038575685,0
1.8564616614944418,-1.524040675601979,-12.143316610492645,0
0.852836008466485,0.9001061710659208,-12.082627476538113,0
