x,y,z,label
2.92236,11.2848,-14.9043,0
1.73108,11.1211,-13.549,0
3.20747,11.1895,-14.0626,0
4.15196,10.4279,-14.4426,0
2.61027,10.6188,-14.3994,0
2.52965,10.5916,-13.9998,0
1.96688,11.3104,-14.5603,0
2.29437,10.9919,-14.5036,0
2.46645,10.448,-15.1262,0
1.81429,11.6382,-15.8589,0
1.97089,10.9684,-14.5677,0
2.38972,10.2696,-14.4291,0
2.19012,11.072,-14.676,0
2.15563,10.9909,-13.355,0
1.51667,11.228,-14.4986,0
2.17868,10.7062,-15.6325,0
3.31505,11.2902,-13.4256,0
2.32791,9.84481,-15.5663,0
2.42696,11.5779,-14.9815,0
3.04117,11.1577,-14.6897,0
2.79026,11.0109,-14.3935,0
0.944791,11.051,-14.8045,0
2.65101,11.8224,-15.2486,0
2.89127,11.2268,-14.9452,0
1.44929,11.6322,-14.6745,0
1.82191,10.7116,-14.3701,0
2.36344,11.3614,-14.6896,0
1.49577,10.931,-14.1622,0
2.79321,10.1452,-15.0663,0
3.02434,11.0913,-15.0195,0
3.07407,11.8427,-14.3509,0
2.69171,11.2538,-14.3681,0
2.01544,10.519,-13.7748,0
2.02453,10.2799,-13.8709,0
2.95902,10.6066,-14.1465,0
1.60521,9.99029,-14.3213,0
1.72591,10.9685,-14.3721,0
3.64645,11.6426,-15.104,0
2.60008,11.0794,-14.0617,0
1.91113,10.2225,-14.3699,0
1.33765,11.0505,-14.3256,0
1.86941,10.8664,-14.2789,0
2.58878,11.0026,-13.9158,0
2.55929,11.9502,-15.586,0
2.69452,11.9572,-13.446,0
2.57152,10.9853,-14.9647,0
1.76019,11.4997,-14.4947,0
2.17982,10.6591,-15.5019,0
2.07511,11.1985,-14.8055,0
2.58526,11.6779,-14.1489,0
2.72316,11.2497,-14.1018,0
1.55478,11.198,-14.1966,0
3.09017,11.629,-13.6025,0
2.05835,9.92042,-14.8462,0
1.92376,10.7335,-14.3908,0
2.92335,11.4952,-14.9964,0
2.81988,11.2711,-14.0212,0
2.84802,11.7493,-14.428,0
2.64156,11.0651,-14.1354,0
1.68398,10.8599,-14.0398,0
2.25061,10.7363,-14.6321,0
1.5297,11.5744,-14.272,0
1.50269,10.5331,-15.7312,0
3.25724,10.7063,-15.1897,0
2.10619,12.3315,-14.7628,0
2.91355,10.5766,-14.6434,0
1.56249,11.5539,-13.7212,0
3.1426,10.5836,-14.8092,0
2.15616,10.9492,-14.3956,0
1.5251,10.8217,-14.2702,0
2.97245,11.5371,-14.5135,0
1.71638,10.7701,-14.4817,0
1.62607,10.5455,-15.1587,0
2.16628,11.5245,-14.6943,0
2.54744,11.5295,-14.468,0
3.55088,10.6705,-15.0383,0
2.34925,10.9986,-14.0103,0
2.75632,11.3821,-13.9533,0
3.45275,11.7789,-14.5075,0
2.95125,10.0054,-15.104,0
2.26613,10.9322,-15.2363,0
1.16795,10.2127,-15.1173,0
1.73238,11.7965,-14.9857,0
2.22295,11.7091,-14.0549,0
1.45999,10.9138,-13.4812,0
1.79795,11.8987,-15.4582,0
2.24161,10.4889,-15.0138,0
2.84858,10.5148,-13.8286,0
2.63245,11.7998,-14.2784,0
2.6726,11.5278,-14.8534,0
2.33948,10.468,-15.7046,0
3.1475,11.314,-13.8035,0
2.83621,10.6211,-15.3601,0
2.48724,11.1714,-15.3479,0
2.6965,10.0395,-14.8395,0
2.06756,11.1444,-14.1086,0
0.885367,11.5661,-15.0457,0
3.51465,11.333,-14.6137,0
2.52781,10.8473,-14.7188,0
2.33839,10.7325,-14.1315,0
1.99771,10.9337,-14.7444,0
1.22892,11.7492,-14.9169,0
2.42716,11.4346,-14.5576,0
2.44329,11.8632,-15.2897,0
4.22625,10.8151,-15.0252,0
2.03695,12.2349,-14.0428,0
3.21449,11.3511,-14.5524,0
0.789234,11.3143,-14.0417,0
1.13164,10.6508,-14.7471,0
1.87834,11.5568,-14.7355,0
1.82533,11.2052,-14.1514,0
2.69139,10.6689,-15.2894,0
1.97862,10.2121,-13.9316,0
2.46923,10.1347,-14.9248,0
2.60495,11.5181,-15.0909,0
1.70558,11.7993,-14.19,0
4.27967,11.095,-13.9989,0
2.36839,10.3136,-14.257,0
1.95359,9.1425,-15.7939,0
3.06355,10.7359,-14.8825,0
1.86354,11.0869,-15.2611,0
3.1906,10.5533,-15.1505,0
2.35541,11.6893,-12.7313,0
2.72573,11.3729,-14.8287,0
2.77595,11.1418,-14.3597,0
2.3669,11.0943,-14.7097,0
1.064,10.7944,-14.9515,0
1.45779,10.9409,-14.5564,0
3.46563,10.5903,-14.2011,0
3.1856,10.8817,-15.47,0
1.0535,11.9736,-15.712,0
2.66817,11.1514,-14.1254,0
2.43471,10.3824,-14.6644,0
3.05974,10.9049,-14.6025,0
1.9711,11.1547,-14.8139,0
2.54759,11.5985,-13.565,0
2.42903,12.5518,-13.8516,0
2.63498,11.091,-14.7278,0
1.79662,10.8574,-14.9376,0
2.47572,11.3921,-14.9142,0
1.97449,12.3108,-14.7673,0
1.27046,11.3237,-14.9122,0
2.09475,10.4509,-13.7904,0
2.5388,11.3623,-14.65,0
2.46831,11.0281,-14.9904,0
1.94577,10.8318,-14.7858,0
3.22943,10.7298,-14.2002,0
1.96195,10.8587,-13.9517,0
2.30797,10.5871,-13.8559,0
2.87489,12.001,-14.502,0
1.5479,10.3273,-13.1471,0
2.48744,10.0829,-15.7045,0
1.702,10.9437,-14.7973,0
1.96423,10.9723,-14.6396,0
2.31041,11.9389,-13.7338,0
3.24049,11.0119,-14.3649,0
2.56871,10.4969,-15.1541,0
1.45431,11.0269,-15.603,0
3.29124,10.183,-14.6135,0
2.63404,10.6732,-14.5652,0
3.04296,12.0453,-13.7072,0
1.6908,11.7971,-14.8812,0
2.58256,11.388,-13.9687,0
2.82791,10.7215,-15.3039,0
2.57734,10.7977,-14.6172,0
0.859384,11.282,-16.0846,0
1.35878,10.454,-14.6247,0
0.87517,10.7444,-14.2503,0
2.64989,10.1679,-13.7227,0
3.48674,11.7051,-12.9115,0
2.21182,10.8137,-14.5603,0
2.49905,10.8803,-14.4231,0
2.5043,9.72314,-14.061,0
2.16771,10.2094,-14.5515,0
2.18455,11.8703,-14.3679,0
2.22909,11.9081,-14.4117,0
2.67144,8.96709,-15.236,0
2.63294,11.1548,-14.1371,0
2.45703,11.5366,-13.6179,0
2.48665,11.8204,-14.8565,0
3.33532,11.1794,-14.2975,0
1.95565,11.2984,-14.9902,0
1.81117,10.246,-15.4516,0
3.46642,10.1836,-14.792,0
2.10022,11.377,-14.3991,0
2.03509,11.4702,-14.7808,0
2.74622,11.5757,-14.1318,0
2.59773,10.3392,-14.1663,0
1.67667,11.4884,-13.958,0
2.08204,11.1579,-14.5349,0
1.54814,11.06,-14.9399,0
2.7479,11.2324,-14.1946,0
1.87614,10.3069,-14.5157,0
2.64838,10.6739,-13.8874,0
1.2553,10.7382,-15.0479,0
1.23104,11.1594,-13.6464,0
2.67558,11.8548,-13.6028,0
2.5367,10.545,-14.5856,0
2.5987,10.8917,-15.3298,0
1.87991,10.6209,-16.1044,0
2.68529,10.3117,-14.7287,0
2.91923,10.8252,-14.43,0
2.50092,10.823,-14.6903,0
2.42136,11.7609,-14.0614,0
2.89658,12.3019,-15.7787,0
2.67837,11.7964,-14.3883,0
2.47673,11.9325,-14.434,0
1.59653,11.6682,-15.2932,0
1.69863,11.2125,-13.6717,0
2.81525,11.0818,-14.7204,0
2.5253,9.45919,-14.7727,0
2.01769,10.7042,-13.9941,0
1.92709,11.4077,-15.3197,0
3.27939,11.9214,-15.1115,0
1.98623,10.3268,-15.1366,0
3.18823,10.5338,-14.2171,0
2.69451,10.4478,-14.6376,0
2.24548,10.9736,-13.9954,0
2.71308,10.7433,-14.3454,0
2.94592,11.4079,-13.6042,0
1.66703,11.3993,-15.8671,0
2.89796,11.3979,-13.904,0
2.8625,11.1097,-13.9265,0
2.40958,12.5714,-14.3759,0
2.52856,11.4965,-13.9995,0
1.51483,10.901,-13.8411,0
1.95305,11.2065,-15.1958,0
2.68391,11.0658,-13.8615,0
2.17745,11.1579,-15.0712,0
2.44335,11.5317,-14.1806,0
3.48399,11.1407,-15.2523,0
1.4698,10.4656,-13.9956,0
3.098,10.2906,-15.1816,0
2.48204,11.4199,-14.5268,0
