x,y,z,label
10.5757,10.2498,3.18793,0
11.8455,8.95616,2.9833,0
10.5738,9.80202,2.78715,0
10.8291,9.9214,2.7542,0
11.1227,10.197,3.62616,0
10.1808,9.58867,2.44948,0
11.5753,9.359,2.67161,0
11.2551,10.63,3.73769,0
10.9978,10.3506,3.9219,0
11.8723,9.5382,1.78351,0
10.7696,9.45865,3.37303,0
11.4692,9.02798,2.87216,0
10.3741,11.073,3.02521,0
11.905,10.682,4.41254,0
10.3591,10.121,3.60929,0
11.1121,10.1431,2.18762,0
11.853,10.2695,3.36292,0
9.58146,7.7292,1.76324,0
10.6464,9.2387,1.98735,0
11.0271,10.8067,2.41657,0
13.0885,9.32975,3.7255,0
12.0275,9.81956,3.00186,0
11.3948,8.74711,3.12817,0
11.6707,10.7777,2.35808,0
11.3989,8.38965,2.157,0
10.6053,10.4684,2.93947,0
11.8323,9.63935,2.46533,0
9.98623,10.9538,2.57736,0
10.9686,9.33599,2.57476,0
10.4075,10.5943,4.45227,0
10.9354,10.3525,3.47752,0
11.3887,8.50185,3.56075,0
10.1291,9.84757,2.07524,0
10.1825,9.37779,3.39167,0
10.4036,10.2467,2.84574,0
10.4447,10.0223,3.49781,0
9.19689,9.73527,3.02648,0
9.059,10.2541,3.09529,0
10.5879,9.8395,2.60037,0
11.2977,9.72572,2.75418,0
10.546,10.09,4.08424,0
10.1654,9.63715,2.80692,0
12.1346,10.0466,2.30184,0
10.1559,8.57424,4.80107,0
11.0578,10.0931,1.41863,0
11.5785,10.1722,3.46634,0
10.9144,7.39576,1.99628,0
12.011,10.0885,3.77305,0
11.0156,9.38125,2.89993,0
9.78533,8.65382,3.93167,0
11.2334,10.4091,2.38629,0
11.0836,10.0816,4.26307,0
11.9141,10.0093,2.88536,0
11.045,11.2009,1.72561,0
10.8611,9.27108,1.33285,0
9.76975,9.56508,3.92467,0
9.89021,8.24651,3.11323,0
10.1739,10.1057,3.11664,0
9.27292,10.1435,3.42333,0
10.4718,10.7452,3.97282,0
10.5607,7.2439,2.37195,0
10.9761,9.97283,3.80376,0
9.8193,8.87547,2.56021,0
8.47572,8.63139,4.84291,0
10.2917,10.4269,3.71754,0
11.1406,9.85048,2.73385,0
10.708,11.4231,2.47275,0
11.1934,10.2205,1.48812,0
12.4536,10.4491,3.44943,0
9.39347,8.4869,2.86047,0
11.7421,10.7826,2.68362,0
9.11015,10.4994,2.86787,0
11.3527,7.89231,4.12969,0
11.9164,10.2977,4.05639,0
10.0897,11.3117,2.99987,0
10.6967,8.80268,3.74023,0
10.9563,11.6875,3.18249,0
11.4727,10.4906,3.72968,0
11.7207,8.69374,3.35947,0
9.95868,7.70877,3.48323,0
9.37788,6.93302,3.62819,0
10.3244,8.93167,4.76804,0
11.3143,10.2414,2.06305,0
11.3384,9.94614,4.60786,0
9.69724,7.70357,3.96184,0
11.0476,9.89097,3.77367,0
9.30132,11.0239,2.61222,0
12.3421,10.1104,2.17144,0
12.252,10.6063,3.69253,0
9.02611,9.37388,3.82295,0
10.4805,9.8358,3.57881,0
9.55033,9.82284,1.93569,0
10.215,8.9351,3.8661,0
10.0465,9.54852,3.1844,0
10.0726,10.746,0.975244,0
11.3081,8.9683,3.94824,0
10.5416,9.20758,4.52338,0
10.6428,8.19974,2.95821,0
11.0535,8.60432,2.09753,0
11.2523,10.406,3.68735,0
9.38368,9.04227,4.18615,0
10.6336,9.79291,3.82411,0
11.0494,9.49646,4.0899,0
9.33331,11.3129,1.59777,0
10.7079,9.3965,3.36614,0
10.74,9.74788,3.19731,0
8.87027,9.21959,3.04968,0
12.0214,9.7374,3.09805,0
11.2894,8.30379,3.22861,0
12.7042,7.72286,4.09312,0
10.5753,10.23,3.21981,0
10.7903,8.10599,0.754592,0
10.4362,9.93533,2.60078,0
10.6188,7.88517,1.96906,0
10.787,10.5438,3.17996,0
9.94927,10.4457,2.91926,0
10.7839,9.87001,1.96897,0
10.7311,9.30147,1.52468,0
10.4386,8.41963,2.81878,0
8.16284,7.74265,4.7556,14
10.6061,10.3175,3.65348,0
9.56682,10.1629,3.33858,0
9.77428,8.96155,3.46714,0
11.6181,10.2372,2.54432,0
11.4799,9.16966,2.10619,0
10.3902,9.51286,3.05637,0
9.50851,10.4623,2.87033,0
11.5168,9.26878,1.863,0
11.4721,8.67378,3.22294,0
11.0551,10.2732,2.92466,0
11.7097,9.79465,1.92684,0
11.1668,9.95614,4.03262,0
11.6119,9.6116,3.37917,0
10.1021,9.37858,2.28197,0
10.1665,9.83286,1.39605,0
11.6747,8.61694,3.21135,0
11.8695,9.79238,1.56985,0
12.4213,11.3112,2.16457,0
11.7332,7.80799,2.35379,0
11.8446,9.87859,3.41175,0
9.46126,9.5596,1.77811,0
10.4491,11.4337,2.15996,0
9.92618,10.1873,2.96392,0
11.5879,8.90483,2.00655,0
9.75471,8.73098,2.75029,0
10.6873,9.4582,3.71001,0
11.7281,8.40055,3.9442,0
10.7255,8.60371,3.0195,0
10.1789,8.30572,4.3796,0
9.54126,8.73882,2.23027,0
11.9276,10.9311,0.796798,0
10.0402,10.6442,5.20264,0
12.3346,10.162,2.9131,0
11.6228,9.63389,2.47836,0
11.0591,9.28513,2.2205,0
10.1475,8.89526,2.45153,0
10.4394,10.2416,1.63325,0
11.4197,10.1554,3.42766,0
9.12476,10.0571,2.73593,0
11.1857,10.8474,2.87477,0
11.2439,8.81332,2.70807,0
11.6363,9.56016,4.72844,0
10.7163,8.37514,2.8794,0
10.7987,7.87064,2.83487,0
9.84918,9.96496,2.11699,0
12.0976,8.99325,5.42504,0
9.33996,10.905,3.63608,0
9.84706,9.13613,1.4972,0
10.4487,8.86168,2.58926,0
10.9082,9.51024,3.36277,0
11.5522,9.7437,3.25817,0
11.7134,9.55705,2.49586,0
10.8685,10.5095,2.55925,0
10.2913,9.41679,4.49726,0
10.1077,9.67609,4.21529,0
9.63433,8.94828,2.7027,0
10.9329,9.24771,-0.0649699,0
9.6505,9.89942,2.7683,0
11.1182,9.04312,4.07898,0
9.20081,9.27512,3.99364,0
10.662,9.17009,2.25219,0
11.3336,8.46431,1.93447,0
10.7237,10.7147,1.89828,0
9.90115,9.64877,3.30703,0
9.39274,10.1021,4.03705,0
10.7776,9.3532,3.46109,0
10.7812,9.06692,3.41872,0
10.1273,9.81231,3.09361,0
10.3213,9.50752,4.23845,0
10.5643,9.39856,2.16572,0
9.91183,11.2207,2.86276,0
11.0303,9.7513,3.12521,0
10.0574,9.95615,3.27657,0
8.95681,8.67541,3.54708,0
9.93135,8.9639,3.22893,0
9.6636,10.1309,2.61899,0
11.1337,9.81368,4.59899,0
11.2055,9.91038,2.91184,0
11.2593,7.62567,3.02709,0
11.9782,10.157,2.37803,0
11.645,10.136,3.48284,0
9.97024,9.06642,3.97583,0
11.4538,10.002,2.78213,0
10.0631,10.1295,3.3524,0
9.59622,7.72429,2.27303,0
11.3029,11.0878,1.6166,0
10.4727,10.6568,3.38972,0
11.4627,8.77386,3.09895,0
12.0231,9.4276,2.6119,0
10.142,9.61185,1.47747,0
11.1928,9.83236,1.94313,0
10.6748,10.4663,2.63526,0
11.7578,8.59567,2.62872,0
11.3708,11.5271,2.24013,0
10.9759,10.3089,3.41797,0
11.7571,11.7362,2.89269,0
10.8666,10.571,3.60458,0
10.7823,8.51373,3.21197,0
11.3236,10.1706,2.39683,0
10.8861,10.1319,4.45792,0
11.6887,9.39078,2.17434,0
9.88448,8.67767,2.98413,0
9.66447,9.00355,2.47235,0
10.2159,9.96011,2.69742,0
9.54053,10.0116,3.88611,0
9.72169,8.63791,2.34817,0
11.9181,9.91007,3.13463,0
10.9026,9.5818,0.885608,0
11.5346,8.677,3.16755,0
10.6372,10.9193,2.69865,0
10.0003,9.58064,2.49935,0
11.4566,9.02694,1.92888,0
9.95417,9.76129,1.66377,0
9.35588,9.72886,1.50522,0
10.7602,7.83833,1.38707,0
9.46722,9.17024,1.76051,0
10.4933,9.60966,4.17931,0
10.5821,9.52243,2.42751,0
8.15467,9.66924,2.50812,0
10.5731,9.84291,3.00333,0
10.6619,9.30193,3.64154,0
11.3187,10.4396,2.94986,0
11.104,9.19544,2.78601,0
9.25088,7.79765,3.83204,0
