x,y,z,label
-10.599,9.42328,-4.68614,0
-11.0391,10.3114,-3.96078,0
-8.68409,9.7812,-4.32384,0
-9.86882,9.95998,-5.94224,0
-10.2786,11.4763,-3.92493,0
-10.7548,11.7523,-5.63338,0
-10.5306,10.4895,-5.75733,0
-9.62369,9.46512,-5.77078,0
-9.30918,8.66399,-5.40344,0
-11.6151,11.1021,-4.59214,0
-10.3033,9.7301,-2.91783,0
-10.9931,11.324,-6.29084,0
-10.9514,9.8251,-7.05486,0
-10.1909,11.2965,-4.19491,0
-9.52025,10.11,-3.66139,0
-9.27735,10.0919,-4.96585,0
-10.3292,10.3493,-5.35641,0
-11.2747,10.8821,-4.84565,0
-10.0204,10.6116,-4.86035,0
-10.2116,12.2157,-4.49357,0
-12.2947,11.2129,-4.78506,0
-11.8392,10.0173,-4.87187,0
-11.4,10.7631,-4.54139,0
-10.9017,11.3893,-3.58103,0
-10.5347,10.0548,-4.1033,0
-11.1692,10.2577,-5.27982,0
-12.5301,10.2446,-6.3315,0
-10.2166,11.9244,-4.95815,0
-10.7446,10.2053,-5.80892,0
-11.6949,10.5729,-5.03711,0
-9.74226,10.32,-5.85218,0
-11.0014,9.99067,-6.44089,0
-12.2266,10.3974,-3.67917,0
-9.08712,11.167,-5.62507,0
-10.3658,12.6536,-4.57826,0
-9.84493,10.741,-5.43104,0
-11.1348,12.1601,-5.1075,0
-9.43248,11.584,-6.48079,0
-11.9365,10.3026,-5.21266,0
-9.93797,10.5263,-5.04747,0
-9.90808,12.5034,-4.68348,0
-10.0669,11.1983,-5.08924,0
-11.7405,10.5653,-4.31658,0
-9.62988,11.2868,-4.00182,0
-10.8263,10.6427,-6.23995,0
-9.90766,10.7529,-4.22823,0
-12.3878,10.002,-5.22331,0
-9.49467,9.79959,-4.061,0
-8.38475,11.912,-4.00675,0
-11.9503,11.2359,-4.90386,0
-10.1181,9.77168,-5.20604,0
-11.1655,11.2692,-4.55568,0
-11.8365,9.45375,-5.9123,0
-11.1998,11.2696,-5.40527,0
-10.3425,10.5861,-5.20841,0
-10.2563,11.761,-5.02424,0
-11.0933,11.048,-5.76635,0
-10.1029,11.3467,-4.23378,0
-10.5006,10.8303,-5.29161,0
-10.2472,10.8046,-4.42414,0
-10.1543,12.5887,-5.44442,0
-9.94684,10.4403,-4.78625,0
-9.76021,11.7935,-4.56251,0
-10.1563,10.916,-6.64918,0
-10.7922,11.6594,-5.97977,0
-9.32172,11.828,-3.63338,0
-9.13458,10.2357,-4.02897,0
-10.7931,9.89833,-4.77951,0
-11.2978,11.4895,-3.43974,0
-10.4344,10.3041,-4.95697,0
-11.7885,11.2725,-5.04187,0
-10.2412,11.2014,-4.64433,0
-9.30814,11.8443,-5.94069,0
-10.8755,10.5369,-6.13847,0
-11.6257,12.2636,-5.08986,0
-9.25445,11.8261,-4.35791,0
-10.1454,9.57459,-5.80742,0
-11.0942,10.9548,-4.5733,0
-9.94677,10.8586,-6.15035,0
-10.5001,11.739,-5.33627,0
-11.6105,10.331,-4.85069,0
-10.3794,10.8742,-6.71281,0
-10.8511,11.098,-5.43147,0
-12.0512,11.0383,-6.06933,0
-9.08781,11.0543,-5.46714,0
-10.6367,11.3738,-3.57892,0
-10.3038,10.7717,-3.33237,0
-10.2891,11.7411,-3.58568,0
-11.1707,11.5538,-5.68237,0
-9.94099,11.224,-5.04988,0
-10.7685,12.9298,-7.98857,0
-11.2141,10.8696,-5.44728,0
-10.9628,10.8864,-4.42802,0
-10.0045,12.1273,-4.70636,0
-10.5908,11.0648,-4.97632,0
-9.73818,11.2849,-3.84966,0
-12.2195,11.5171,-4.31486,0
-10.358,11.6283,-5.10066,0
-11.8761,9.82034,-5.0861,0
-9.72603,10.4827,-4.06739,0
-10.3877,10.0017,-5.00324,0
-11.0388,12.4589,-4.22555,0
-10.517,10.2134,-5.48597,0
-9.58691,11.4336,-6.07862,0
-11.2528,10.2388,-5.76283,0
-8.60444,10.7749,-4.31212,0
-11.3062,10.1232,-4.53475,0
-10.7325,12.2566,-7.31955,0
-11.0848,10.7249,-5.4662,0
-10.3512,10.8918,-6.21716,0
-10.9266,11.8892,-3.91545,0
-9.7749,10.501,-4.37523,0
-11.7251,11.5597,-3.9399,0
-12.936,11.0454,-3.93788,0
-8.47005,10.7714,-3.98477,0
-10.8493,10.1818,-5.75248,0
-10.6904,11.1454,-5.66709,0
-11.4015,10.981,-4.37492,0
-11.2926,10.2066,-5.92552,0
-11.3848,10.5175,-5.33512,0
-12.6505,10.4604,-4.36017,0
-9.99866,10.086,-4.80611,0
-11.0371,12.6391,-3.62711,0
-10.2158,9.43657,-6.50149,0
-10.5624,10.1083,-4.61689,0
-12.1842,11.1489,-4.52645,0
-12.2046,11.4031,-5.40989,0
-10.3348,11.9135,-5.15918,0
-9.50916,9.44441,-3.61306,0
-10.2776,10.4706,-5.39387,0
-11.7391,9.40365,-3.01936,0
-10.1394,10.4503,-5.46006,0
-9.57194,9.91165,-4.53505,0
-9.68472,12.6847,-6.84673,0
-11.8067,10.065,-5.67078,0
-11.3475,10.8596,-5.0408,0
-11.3235,10.5601,-5.25556,0
-10.3589,10.3311,-3.87499,0
-9.92573,12.0332,-4.42192,0
-10.7238,10.8888,-5.23927,0
-10.0181,10.411,-4.25444,0
-10.0406,11.853,-6.29769,0
-10.3106,11.575,-4.16188,0
-10.6347,10.5956,-6.17093,0
-11.4954,12.5018,-4.82872,0
-9.74083,12.3586,-4.01589,0
-10.9535,12.971,-5.70828,0
-11.5764,11.4722,-4.57195,0
-10.2247,11.3112,-3.03733,0
-9.74899,10.8042,-4.56488,0
-10.5984,11.5927,-5.55996,0
-11.6358,10.2911,-5.03738,0
-11.8451,11.0123,-3.63139,0
-9.83268,11.0977,-4.01365,0
-11.4723,10.7338,-5.47531,0
-9.46481,11.5149,-4.2426,0
-10.4747,10.5497,-6.57739,0
-12.7719,9.95286,-5.55349,0
-8.82591,10.9265,-5.34851,0
-10.372,9.22576,-4.4851,0
-10.16,10.9782,-4.90853,0
-11.3497,11.3791,-3.89189,0
-10.1192,11.4699,-5.96728,0
-9.57974,8.73969,-4.38018,0
-11.0203,9.98963,-5.0506,0
-9.88219,9.36997,-4.71446,0
-9.61594,11.5855,-5.07721,0
-10.658,11.2344,-5.9335,0
-11.0592,9.68022,-6.40708,0
-9.50302,11.3439,-4.88415,0
-9.46304,10.1027,-4.68754,0
-11.085,11.15,-6.50267,0
-11.3153,10.3156,-6.12543,0
-10.2024,11.5265,-4.00759,0
-10.1373,11.4316,-4.18759,0
-9.1258,10.2624,-5.30025,0
-10.6338,11.6584,-4.79255,0
