x,y,z,label
-11.8056,2.42141,-4.18824,0
-12.7765,1.14948,-5.20967,0
-12.4439,1.69619,-4.16747,0
-13.6387,2.76569,-5.83682,0
-13.6318,1.50281,-4.55983,0
-12.8127,2.20978,-3.90375,0
-12.8831,2.64197,-5.27148,0
-12.9389,1.59181,-4.2833,0
-12.9867,2.02019,-5.9202,0
-13.0957,2.23313,-5.41412,0
-13.2902,2.28574,-4.8586,0
-13.0753,1.40867,-3.86866,0
-13.654,2.42918,-5.14206,0
-12.5893,1.31207,-5.66736,0
-12.7616,1.68557,-3.50177,0
-12.9175,1.32004,-4.78895,0
-13.7283,3.2993,-4.67007,0
-12.2951,1.47394,-4.77388,0
-12.8144,1.72776,-4.6412,0
-11.9665,2.61995,-4.18949,0
-13.221,2.11246,-4.78628,0
-13.1225,1.28613,-4.99303,0
-13.1757,1.88045,-4.62845,0
-12.4406,2.32948,-5.07676,0
-12.4838,1.09164,-4.4679,0
-13.0629,2.06851,-5.0901,0
-12.4242,2.72068,-5.35913,0
-13.3377,1.97787,-4.98733,0
-12.0562,1.66395,-4.96322,0
-13.5547,3.55397,-5.81922,0
-12.9371,2.06936,-4.70838,0
-13.6212,2.4594,-5.47932,0
-12.9313,2.57475,-5.01422,0
-12.1208,2.63863,-4.87885,0
-13.7557,0.998365,-5.71276,0
-13.4037,2.80562,-5.48564,0
-12.9158,2.10127,-5.60248,0
-13.4928,1.4237,-5.83876,0
-12.013,2.57042,-4.53365,0
-12.3276,2.73153,-4.91228,0
-12.4378,1.78826,-6.39555,0
-13.2605,1.60196,-4.42942,0
-13.4736,2.55166,-4.9,0
-12.3411,1.68528,-4.60438,0
-12.2036,0.68059,-5.05874,0
-12.7812,1.86699,-4.74625,0
-13.4651,1.55545,-5.57247,0
-13.2141,2.51088,-6.23536,0
-12.6337,1.8442,-4.48988,0
-13.721,3.05695,-5.34104,0
-12.4669,2.19205,-4.49016,0
-13.357,2.74343,-5.18236,0
-12.6955,2.94736,-5.18818,0
-12.2267,1.59125,-5.31038,0
-13.5061,2.96232,-4.18781,0
-13.5345,1.07325,-5.49889,0
-11.9483,2.71048,-4.36399,0
-12.7652,3.69417,-4.61978,0
-12.7878,1.49484,-4.95895,0
-12.4164,1.82741,-4.76968,0
-12.5295,1.19744,-5.22579,0
-12.8754,1.39656,-5.48654,0
-12.8033,1.80298,-5.42595,0
-12.6216,2.28455,-5.79428,0
-12.7461,3.35502,-5.19269,0
-12.541,2.18415,-4.37459,0
-13.87,1.46472,-4.16392,0
-11.5905,1.96477,-5.15861,0
-12.7544,2.04559,-5.23231,0
-13.2553,2.15713,-3.84848,0
-12.7437,3.73776,-5.28533,0
-12.7858,2.4544,-5.48425,0
-12.6525,3.29041,-4.78221,0
-13.2728,2.17911,-5.76245,0
-12.3496,1.26415,-4.43678,0
-13.5678,2.7216,-5.17059,0
-13.2283,2.07764,-4.23588,0
-12.3049,2.20366,-5.29395,0
-11.8559,2.43501,-3.10827,0
-13.1326,1.56721,-4.9884,0
-12.1074,2.47164,-4.27497,0
-12.25,2.23814,-4.46014,0
-13.3074,1.53546,-5.01329,0
-13.4088,2.23254,-4.78208,0
-12.8303,2.23472,-5.55811,0
-13.0121,1.09732,-4.34289,0
-12.7598,2.16007,-4.72732,0
-12.1854,2.44085,-4.84512,0
-12.9388,2.68996,-4.54745,0
-12.6934,1.55253,-5.58843,0
-12.6185,2.11737,-4.33886,0
-12.3285,1.75277,-3.84679,0
-12.5458,1.9058,-4.92399,0
-12.8939,2.11841,-5.01722,0
-13.7105,1.60683,-6.38756,0
-11.329,2.819,-3.99669,0
-13.4833,1.91388,-5.06735,0
-12.6505,0.998357,-4.93403,0
-11.3855,2.79226,-4.82266,0
-13.379,2.84181,-4.54696,0
-13.6016,1.26782,-5.09602,0
-12.3185,2.18629,-5.98568,0
-12.1564,1.96996,-4.42058,0
-12.4242,2.0711,-5.21399,0
-12.5135,1.58753,-4.63869,0
-12.3057,1.48327,-5.84263,0
-12.2105,2.08314,-4.00826,0
-13.1233,2.16787,-5.10982,0
-12.7738,1.2937,-5.05733,0
-12.6378,1.80165,-5.70582,0
-13.1556,2.07318,-4.94482,0
-13.6346,1.69513,-4.99838,0
-12.692,1.71872,-4.65323,0
-13.1085,2.27221,-6.07006,0
-12.8469,2.1852,-5.23916,0
-13.6382,1.63343,-5.25143,0
-11.8647,1.50493,-4.94273,0
-13.6437,2.4451,-4.90898,0
-12.4842,1.87655,-4.41919,0
-13.1698,2.4837,-4.51624,0
-13.0218,2.84436,-4.24056,0
-13.3201,1.2413,-5.21053,0
-12.7898,0.633197,-6.08877,0
-13.0941,1.94012,-4.73094,0
-12.8509,3.41019,-4.8034,0
-13.0141,3.16682,-3.82856,0
-12.3263,1.78421,-4.68846,0
-13.7085,1.99012,-5.01633,0
-13.2978,2.56588,-5.15797,0
-12.8764,1.0768,-4.87421,0
-12.3146,2.92712,-4.24364,0
-13.1809,0.769157,-5.04746,0
-12.4746,2.2102,-5.21003,0
-13.3993,2.974,-5.19272,0
-13.3995,2.78619,-5.34453,0
-12.1446,2.00113,-4.36099,0
-12.5125,1.70595,-4.36114,0
-12.6963,1.75001,-5.84959,0
-12.1571,1.55986,-5.38708,0
-13.2932,2.21433,-4.45762,0
-12.8535,1.04599,-4.80117,0
-12.8683,1.71761,-4.92758,0
-13.0577,1.86129,-4.90526,0
-12.4018,0.789697,-4.88709,0
-12.0434,3.11568,-4.43494,0
-12.3228,2.57746,-4.58529,0
-12.4288,2.62651,-3.81661,0
-12.7395,2.38475,-5.49591,0
-12.47,2.76044,-4.89889,0
-12.679,1.33754,-4.09374,0
-12.691,2.30514,-5.26018,0
-13.1315,1.28473,-5.21925,0
-13.0388,3.33986,-5.88361,0
-13.836,2.35957,-5.05501,0
-12.7525,2.40597,-4.71132,0
-12.8591,1.67801,-5.46769,0
-12.3665,2.43847,-5.09038,0
-12.4513,2.66844,-4.42509,0
-12.6383,3.40837,-4.98248,0
-13.264,1.02665,-4.81216,0
-13.3752,1.30477,-5.29985,0
-12.78,1.61463,-4.92861,0
-11.4641,1.11157,-4.16777,0
-12.3237,1.80145,-4.98127,0
-12.646,2.84887,-4.74972,0
-12.3395,2.67889,-4.45529,0
-13.1249,2.13148,-4.48726,0
-12.7397,2.01961,-5.67271,0
-12.4745,1.35707,-5.59048,0
-12.2418,2.71511,-6.12937,0
-12.863,1.91363,-4.58197,0
-12.472,2.2759,-3.98903,0
-13.1436,1.59979,-5.83667,0
-12.9079,1.77637,-5.45537,0
-12.0854,1.19669,-4.40151,0
-13.5337,2.11057,-4.60364,0
-13.2458,1.15484,-4.5465,0
-12.4895,2.15357,-4.05741,0
-11.8569,2.12103,-5.39378,0
-13.2761,2.54209,-4.91077,0
-12.4619,2.26074,-4.42524,0
-13.0399,2.2634,-4.68039,0
-13.1159,2.86638,-4.18046,0
-12.2315,1.66604,-2.96711,0
-12.9622,2.46035,-4.9632,0
-11.7113,2.10624,-5.68808,0
-11.5019,1.60182,-4.74826,0
-12.4124,2.21923,-4.99088,0
-13.1903,2.06775,-4.06381,0
-13.3241,3.63712,-5.78496,0
-12.7317,2.39972,-5.54184,0
-13.1472,2.70662,-4.33464,0
-12.4819,2.19196,-4.51575,0
-13.3332,2.12127,-5.66871,0
-13.015,1.74742,-4.49252,0
-12.3426,1.88618,-5.63344,0
-12.9937,1.27004,-5.18576,0
-12.6157,1.33041,-5.17309,0
-11.0618,1.56664,-5.1095,0
-13.3301,2.19709,-4.40298,0
-13.516,2.22761,-5.79961,0
-12.5959,2.13272,-5.02277,0
-11.8169,2.14649,-5.61628,0
-13.4604,2.68667,-4.03872,0
-12.5169,1.93372,-4.31551,0
-13.3038,2.56906,-5.15269,0
-11.811,2.69527,-5.14323,0
-11.9466,1.51334,-4.78232,0
-12.8622,1.5048,-5.31936,0
-12.6751,1.73773,-5.55996,0
-12.4604,1.70755,-4.77565,0
-11.905,1.97213,-5.34703,0
-13.5038,3.09661,-3.79528,0
-13.7171,1.22433,-5.29853,0
-12.3324,2.84648,-4.88904,0
-11.8858,1.12672,-5.23356,0
-12.1315,1.19928,-5.05175,0
-13.3588,3.02713,-4.16325,0
-11.6881,2.32605,-4.86644,0
-12.3735,1.19155,-3.88543,0
-13.092,0.126594,-4.93332,0
-11.9671,2.20989,-4.95695,0
-12.5328,1.52391,-4.57848,0
-13.8978,2.658,-5.1844,0
-12.2093,1.72223,-6.30825,0
-13.8851,3.16547,-5.78046,0
-12.8079,1.9838,-4.99945,0
-12.9721,2.33907,-5.08869,0
-13.3615,2.00477,-4.97744,0
-14.2851,1.56425,-4.73101,0
-12.6521,2.7332,-5.8655,0
-12.3417,2.86903,-5.16314,0
-13.9201,2.79567,-3.94444,0
-13.2805,2.54395,-4.4841,0
-11.8606,1.30777,-4.89284,0
-12.5763,2.8898,-4.67965,0
-13.1105,0.861871,-5.68706,0
-12.7268,2.20585,-5.15429,0
-13.8245,2.50663,-5.66531,0
-12.8568,1.5894,-5.89417,0
-12.8698,1.90643,-4.20773,0
-13.1396,1.35792,-5.61999,0
-12.9032,1.62529,-5.3709,0
-12.4224,1.57796,-5.43176,0
-12.9796,3.42919,-5.46528,0
-12.2971,2.44973,-5.23931,0
-13.387,1.46425,-4.61441,0
-12.5816,2.69894,-6.57676,0
-12.7683,2.29324,-4.6346,0
-12.9687,1.53488,-5.10697,0
-13.0738,1.74029,-4.50351,0
-12.2899,0.318759,-4.96698,0
-12.3263,1.68303,-5.85803,0
-13.1019,1.81303,-4.44777,0
-12.3676,0.866896,-5.96624,0
-13.5641,1.45811,-5.24895,0
-12.0631,2.2601,-4.9281,0
-12.4513,3.17447,-4.64361,0
-11.8637,1.92244,-5.34723,0
-12.137,1.6,-6.44163,0
-12.5999,1.45734,-5.99411,0
-12.261,1.54217,-5.7589,0
-12.2315,2.58873,-5.6769,0
-13.2632,1.97644,-5.23909,0
-12.9645,2.04702,-4.96494,0
-13.077,2.21797,-6.05724,0
-13.3093,1.15525,-4.10241,0
-12.81,2.02173,-5.28786,0
-13.1263,3.30565,-4.54757,0
-12.7591,1.92446,-3.64864,0
-12.5223,1.17464,-5.33062,0
-12.1007,0.992753,-4.38584,0
-12.364,1.1728,-4.46776,0
-12.8673,1.81331,-5.36107,0
-11.6422,3.11498,-4.61368,0
-13.0791,1.7059,-5.05966,0
-13.7274,1.94523,-4.629,0
-12.1771,1.70308,-4.30391,0
-12.3025,1.51571,-5.49086,0
-12.9221,1.68887,-4.79728,0
-12.6815,1.94451,-5.35326,0
-12.4257,1.62756,-5.61817,0
-12.9689,2.00768,-5.89545,0
-13.2026,1.38965,-5.63464,0
-12.6505,1.48268,-4.2799,0
-12.678,1.77424,-4.26412,0
-13.0654,1.72077,-4.95291,0
-12.0272,0.99897,-5.5098,0
-11.3866,2.55008,-5.3735,0
-13.6306,1.95095,-4.31086,0
-13.1679,1.71873,-5.90903,0
-13.2092,2.3832,-4.45861,0
-12.4538,2.73551,-5.17221,0
-13.3083,1.61822,-6.10854,0
-11.6311,1.94981,-6.04571,0
-12.1974,2.28689,-4.89929,0
-12.7581,1.22287,-5.06843,0
-12.3838,1.7618,-4.2613,0
-11.9766,2.79874,-5.15427,0
-11.6499,1.96607,-5.75401,0
-13.7545,1.79491,-4.49501,0
-12.8715,2.97245,-4.51812,0
-13.0973,2.65973,-5.47844,0
-13.8144,2.2826,-4.9606,0
-11.7159,2.74329,-4.25414,0
-12.4777,1.45862,-5.96192,0
-12.3925,2.48177,-4.17208,0
-12.4506,1.50163,-5.3293,0
-12.711,2.27685,-4.53004,0
-11.3753,2.99562,-5.19767,0
-13.8094,1.58849,-4.95354,0
-12.5861,1.37559,-4.76196,0
-13.6087,1.32231,-4.89414,0
-13.1267,1.81991,-4.8457,0
-12.602,2.80531,-5.28672,0
-13.1646,1.68182,-6.20165,0
-12.4041,2.33012,-4.35501,0
